PAPER_ID,GPTZERO,TITLE,DISCIPLINE,PAPER_TYPE,STUDENT_LEVEL,SEX,NATIVENESS,TEXTUAL_FEATURES
PSY.G0.31.1,,Race Relations between Asian Americans and African Americans,Psychology,Report,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.32.1,,The Psychology and Socialization of Male Rape,Psychology,Report,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.35.1,,Forrest Gump and Child Development,Psychology,Report,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.36.1,,Attention Deficit Hyperactivity Disorder,Psychology,Report,Final Year Undergraduate,Female,NNS (L1: Hindi),Reference to sources
PSY.G0.38.1,,Sexual Education in Adolescence,Psychology,Report,Final Year Undergraduate,Female,NS,"Literature review section,  Reference to sources"
PSY.G0.40.1,,Biopsychosocial Effects of Rheumatoid Arthritis,Psychology,Report,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
PSY.G0.40.2,,Case Study of Mary Kate Olsen,Psychology,Report,Final Year Undergraduate,Female,NS,"Abstract,  Reference to sources"
PSY.G0.41.1,,The Effects of Adoptee Status on Identity Formation in Adolescence,Psychology,Report,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G0.42.1,,"""The Broken Cord"" Assignment",Psychology,Report,Final Year Undergraduate,Female,NS,"Definitions,  Reference to sources"
PSY.G0.42.2,,"""There Are No Children Here"" Assignment",Psychology,Report,Final Year Undergraduate,Female,NS,Reference to sources
PSY.G1.01.1,,Complexity Theory and Psychological Inquiry,Psychology,Report,First Year Graduate,Male,NS,Reference to sources
PSY.G1.02.1,,Is Trauma Research Unethical?,Psychology,Report,First Year Graduate,Female,NNS (L1: Marathi),"Literature review section,  Reference to sources"
PSY.G1.03.1,,The Effects of Musical Training on Cognitive Ability,Psychology,Report,First Year Graduate,Female,NS,"Abstract,  Tables, graphs or figures,  Literature review section,  Reference to sources"
PSY.G1.04.1,,"Exam: Cultural Divergence, Terror, and Social Judgment",Psychology,Report,First Year Graduate,Male,NS, 
PSY.G1.05.1,,Improving Affective Forecasting,Psychology,Report,First Year Graduate,Female,NS,Reference to sources
PSY.G1.07.1,,Emotion and the Ultimatum Game: How Rumination and,Psychology,Report,First Year Graduate,Female,NS,Reference to sources
PSY.G1.09.1,,Bio-ecological theory in socialization and ASD,Psychology,Report,First Year Graduate,Female,NS,Reference to sources
PSY.G1.11.1,,The Psychological Well-Being of Latino/a Adolescents,Psychology,Report,First Year Graduate,Female,NNS (L1: German and Spanish),"Definitions,  Reference to sources"
PSY.G1.11.2,,"Acculturative Stress, Cultural Values, and the Psychological Well-Being of Latino/a and Korean American Adolescents",Psychology,Report,First Year Graduate,Female,NNS (L1: German and Spanish),"Definitions,  Problem-solution pattern,  Reference to sources"
PSY.G1.12.1,,Changes in social functioning during the transition to retirement communities,Psychology,Report,First Year Graduate,Female,NS,Reference to sources
PSY.G1.13.1,,Risk and Protective Factors for Youth Violence Exposure,Psychology,Report,First Year Graduate,Female,NS,"Literature review section,  Reference to sources"
PSY.G2.02.1,,School Readiness: Research on Children's Transition to Schooling,Psychology,Report,Second Year Graduate,Female,NS,"Definitions,  Reference to sources"
PSY.G2.02.2,,The Role of Symbolic Gestures in Early Language Development,Psychology,Report,Second Year Graduate,Female,NS,"Literature review section,  Reference to sources"
PSY.G2.02.3,,"Do Bilingual Foreign Language Learners have a Unique Learning Profile?  An Examination of their Learning Strategies, Motivation, and Achievement",Psychology,Report,Second Year Graduate,Female,NS,"Problem-solution pattern,  Literature review section,  Reference to sources"
PSY.G2.04.1,,Early Predictors of Later Reading Ability,Psychology,Report,Second Year Graduate,Female,NS,"Methodology section,  Discussion of results section,  Reference to sources"
PSY.G2.06.1,,Biological Aspects of Behavior,Psychology,Report,Second Year Graduate,Female,NS,"Literature review section,  Reference to sources"
PSY.G2.06.2,,Social / Organizational Aspects of Behavior,Psychology,Report,Second Year Graduate,Female,NS,Reference to sources
PSY.G2.07.1,,Incorporating Emotion into a Unified Theory of Cognition,Psychology,Report,Second Year Graduate,Male,NS,"Definitions,  Tables, graphs or figures,  Literature review section,  Reference to sources"
PSY.G2.09.1,,Implicit Racism: Cognitive Origins and Potential Interventions,Psychology,Report,Second Year Graduate,Male,NS,Reference to sources
PSY.G2.10.3,,Hippocampal Abnormalities in Psychiatric Disorders,Psychology,Report,Second Year Graduate,Female,NNS (L1: Korean),"Definitions,  Literature review section,  Reference to sources"
PSY.G2.11.1,,Emerging reading ability: interplay between theory and research,Psychology,Report,Second Year Graduate,Female,NNS (L1: Cantonese),Reference to sources
PSY.G2.11.2,,Constraints on a big-picture of cognitive development,Psychology,Report,Second Year Graduate,Female,NNS (L1: Cantonese),Reference to sources
PSY.G2.12.1,,A Brief History of Social & Organizational Psychology,Psychology,Report,Second Year Graduate,Female,NS,Reference to sources
PSY.G2.14.1,,How Do Children Learn from Television?,Psychology,Report,Second Year Graduate,Female,NS,"Tables, graphs or figures,  Reference to sources"
PSY.G2.15.1,,"The Product, Process, and Prediction of Precocious Reading",Psychology,Report,Second Year Graduate,Female,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
PSY.G3.03.2,,A Cultural and Evolutionary Analysis of Dissociative Identity Disorder / Multiple Personality Disorder,Psychology,Report,Third Year Graduate,Female,NS,"Definitions,  Reference to sources"
PSY.G3.04.1,,Individual Differences in Decision Making: Need for Cognition and Need to Maximize,Psychology,Report,Third Year Graduate,Female,NS,"Definitions,  Tables, graphs or figures,  Reference to sources"
PSY.G3.05.1,,An Optimistic Origin for Naive Causal Theories of Attributions,Psychology,Report,Third Year Graduate,Female,NS,"Discussion of results section,  Literature review section,  Reference to sources"
PSY.G3.07.1,,Walker Percy’s The Loss of the Creature,Psychology,Report,Third Year Graduate,Male,NS, 
PSY.G0.04.1,,"Metagames: An Analysis, Interpretation, and Application to the Theory of Mind Through a Consideration of the Prisonerâs Dilemma",Psychology,Research Paper,Final Year Undergraduate,Male,NNS (L1: Mandarin),"Abstract,  Tables, graphs or figures,  Discussion of results section"
PSY.G0.08.1,,Subliminal Message Effect on Color Preference and Self Esteem,Psychology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
PSY.G0.16.1,,The Role of Gender in Physically Interactive Play: An Observation Study,Psychology,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
PSY.G0.18.1,,Multi-Dimensional Assessment of Creativity,Psychology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Definitions,  Discussion of results section,  Literature review section,  Reference to sources"
PSY.G0.21.1,,Fear Conditioning Lab,Psychology,Research Paper,Final Year Undergraduate,Male,NNS (L1: Arabic),"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
PSY.G0.27.1,,Gender Stereotypes and Mathematics Lab Performance,Psychology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
PSY.G0.28.1,,Political Generations in America,Psychology,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Reference to sources"
PSY.G0.29.1,,Through the Eyes of Immigrants:  An Analysis of Three Life Histories,Psychology,Research Paper,Final Year Undergraduate,Male,NS,Reference to sources
PSY.G0.30.1,,"The Relationship between Depressed Mood and Perceived Parental Alienation, Trust, and Pride in Academic Accomplishments",Psychology,Research Paper,Final Year Undergraduate,Female,NNS (L1: Marathi),"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
PSY.G0.32.2,,Diagnosis of Actress with Mental Disorder,Psychology,Research Paper,Final Year Undergraduate,Female,NS,"Definitions,  Methodology section,  Discussion of results section,  Reference to sources"
PSY.G0.39.1,,Gender Development: Differences in Verbal Communications and Physical Interactions across Age Groups,Psychology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
PSY.G2.01.1,,"The Mediating Effects of Explanatory Style: Examining Blood Pressure, Preventative Health Behaviors, and Compliance with Medical Regimes in a Diverse Sample of Hypertensive Women",Psychology,Research Paper,Second Year Graduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
PSY.G2.13.1,,"Think Globally, Act Locally",Psychology,Research Paper,Second Year Graduate,Female,NS,"Discussion of results section,  Methodology section,  Problem-solution pattern,  Tables, graphs or figures,  Reference to sources"
PSY.G3.06.1,,Development of the Heteronormative Attitudes and Beliefs Scale ,Psychology,Research Paper,Third Year Graduate,Female,NS,"Methodology section,  Discussion of results section,  Literature review section,  Tables, graphs or figures,  Reference to sources"
PSY.G0.11.1,,Psychology Underground of Power: Cell Phones,Psychology,Response Paper,Final Year Undergraduate,Male,NS, 
PSY.G0.19.1,,Thoughts on Positive Psychology,Psychology,Response Paper,Final Year Undergraduate,Female,NS, 
PSY.G0.19.2,,Throwing Caution to the Wind,Psychology,Response Paper,Final Year Undergraduate,Female,NS, 
PSY.G0.33.1,,Just Bad Genes,Psychology,Response Paper,Final Year Undergraduate,Female,NS,"Tables, graphs or figures"
SOC.G0.01.1,,Ideology and the Transition to Democracy,Sociology,Argumentative Essay,Final Year Undergraduate,Female,NS, 
SOC.G0.03.3,,Spanish as a National Language of the United States,Sociology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
SOC.G0.05.1,,Critique of Gandhi,Sociology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
SOC.G0.05.2,,The Economics of Poverty,Sociology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
SOC.G0.09.1,,Agency and Laziness,Sociology,Argumentative Essay,Final Year Undergraduate,Female,NS, 
SOC.G0.11.2,,Gender in Schools,Sociology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
SOC.G0.12.2,,Research Paper on Tracking,Sociology,Argumentative Essay,Final Year Undergraduate,Female,NS,Reference to sources
SOC.G1.01.1,,The Self and Other in Society,Sociology,Argumentative Essay,First Year Graduate,Female,NS,"Definitions,  Reference to sources"
SOC.G1.01.2,,Reconsidering the Black-White Binary: Where Do We Go from Here?,Sociology,Argumentative Essay,First Year Graduate,Female,NS,"Definitions,  Reference to sources"
SOC.G1.05.1,,"Marx and Hobbes on Social Division, Historical Change, and the State",Sociology,Argumentative Essay,First Year Graduate,Male,NS,"Definitions,  Reference to sources"
SOC.G1.06.1,,Thomas Hobbes and Thomas Malthus in Contrast,Sociology,Argumentative Essay,First Year Graduate,Female,NS,Reference to sources
SOC.G1.10.1,,"Interpreting the Theoretical Origin of the Utilitarian, Liberalism and Marxism: Part 1",Sociology,Argumentative Essay,First Year Graduate,Female,NNS (L1: Chinese), 
SOC.G1.10.2,,Interpreting the Social Theories on Power and Social Knowledge: Part 1,Sociology,Argumentative Essay,First Year Graduate,Female,NNS (L1: Chinese),Reference to sources
SOC.G1.10.6,,"Interpreting the Theoretical Origin of the Utilitarian, Liberalism and Marxism: Part 2",Sociology,Argumentative Essay,First Year Graduate,Female,NNS (L1: Chinese),Reference to sources
SOC.G1.10.7,,Interpreting the Social Theories on Power and Social Knowledge: Part 2,Sociology,Argumentative Essay,First Year Graduate,Female,NNS (L1: Chinese),Reference to sources
SOC.G2.02.2,,Reading Lovejoy's Reading of Rousseau's Discourse on Inequality,Sociology,Argumentative Essay,Second Year Graduate,Male,NS,Reference to sources
SOC.G2.03.2,,Hobbes’ Leviathan and Malthus’ An Essay on the Principle of Population,Sociology,Argumentative Essay,Second Year Graduate,Female,NS,Reference to sources
SOC.G3.01.2,,Rethinking the 'Cultural turn' in Class Formation Theory - To Be a Marxist or Not?,Sociology,Argumentative Essay,Third Year Graduate,Female,NNS (L1: Japanese),Reference to sources
SOC.G3.01.3,,Rethinking Power in Marx,Sociology,Argumentative Essay,Third Year Graduate,Female,NNS (L1: Japanese),Reference to sources
SOC.G3.03.1,,The Modern State: Imagined or Real?,Sociology,Argumentative Essay,Third Year Graduate,Male,NNS (L1: Korean),Reference to sources
SOC.G3.06.1,,Revolution: Never Obsolete,Sociology,Argumentative Essay,Third Year Graduate,Male,NNS (L1: Urdu), 
SOC.G3.09.1,,Rethinking Marx: Rethinking Race,Sociology,Argumentative Essay,Third Year Graduate,Male,NS,Reference to sources
SOC.G3.09.2,,Rethinking Marx: Outline of a Theory of Needs,Sociology,Argumentative Essay,Third Year Graduate,Male,NS,Reference to sources
SOC.G0.12.1,,Educational Autobiography in a Sociology Eye,Sociology,Creative Writing,Final Year Undergraduate,Female,NS,Reference to sources
SOC.G0.02.1,,The Nature of Poverty,Sociology,Critique/Evaluation,Final Year Undergraduate,Female,NS, 
SOC.G0.03.2,,The Role of Gender in a Class Analysis of Poverty,Sociology,Critique/Evaluation,Final Year Undergraduate,Female,NS,Reference to sources
SOC.G3.02.1,,"Hobbes, Durkheim, and Spencer: On the Emergence of a Supra-individual Realm",Sociology,Critique/Evaluation,Third Year Graduate,Female,NNS (L1: Korean),Reference to sources
SOC.G3.10.3,,"Emergence of the Supra-Individual Realm in Hobbes, Rousseau and Spencer",Sociology,Critique/Evaluation,Third Year Graduate,Female,NNS (L1: Russian), 
SOC.G0.04.1,,How Reclaiming Solidarity Can Heal a Sick France: A Research Proposal,Sociology,Proposal,Final Year Undergraduate,Female,NS,"Methodology section,  Problem-solution pattern,  Reference to sources"
SOC.G1.08.2,,Time Matters,Sociology,Proposal,First Year Graduate,Female,NS, 
SOC.G1.09.1,,A Proposal: Studying Class in the Classroom,Sociology,Proposal,First Year Graduate,Female,NS,"Methodology section,  Reference to sources"
SOC.G1.10.3,,Stratification and Mobility of Chinese Peasant Workers,Sociology,Proposal,First Year Graduate,Female,NNS (L1: Chinese),"Methodology section,  Tables, graphs or figures,  Reference to sources"
SOC.G1.10.4,,The Role of Township and Village Enterprises Play on Income Inequality in Rural China,Sociology,Proposal,First Year Graduate,Female,NNS (L1: Chinese),Reference to sources
SOC.G2.04.1,,The Effects of Domestic Violence Prosecution on Families: A Literature Review and Research Proposal,Sociology,Proposal,Second Year Graduate,Female,NS,"Methodology section,  Literature review section,  Reference to sources"
SOC.G3.11.1,,Investor Activism on Climate Risk Disclosure,Sociology,Proposal,Third Year Graduate,Female,NS,Reference to sources
SOC.G0.03.4,,Domestic Violence as a Social Problem: The Origins of its Construction and Implications for Future Institutional Response,Sociology,Report,Final Year Undergraduate,Female,NS,"Methodology section,  Reference to sources"
SOC.G0.06.1,,Race and the Frequency of Developing Type II Diabetes,Sociology,Report,Final Year Undergraduate,Male,NS,"Definitions,  Problem-solution pattern,  Discussion of results section"
SOC.G0.07.1,,Restrictive Covenants and their Role in the Rise of Residential Segregation in the US in the First Half of the 19th Century,Sociology,Report,Final Year Undergraduate,Female,NS,"Abstract,  Reference to sources"
SOC.G0.08.1,,Coastal-Inland Inequalities in China,Sociology,Report,Final Year Undergraduate,Female,NS,Reference to sources
SOC.G0.10.1,,Book Review: The Second Shift by Arlie Russell Hochschild,Sociology,Report,Final Year Undergraduate,Female,NS, 
SOC.G0.11.3,,Gender Dialogue,Sociology,Report,Final Year Undergraduate,Female,NS, 
SOC.G0.13.1,,Thoughts on the 40 Year Old Virgin,Sociology,Report,Final Year Undergraduate,Female,NS,Reference to sources
SOC.G0.13.2,,Sociological Perspectives on Organ Donation Against the Backdrop of Various Religions,Sociology,Report,Final Year Undergraduate,Female,NS,Reference to sources
SOC.G0.14.1,,Urrea’s The Devil’s Highway,Sociology,Report,Final Year Undergraduate,Male,NS, 
SOC.G1.02.1,,"Concepts of Polanyi, Adrent and Harbermas in a conceptual network of utilitarian and liberal social thoughts: Part 1",Sociology,Report,First Year Graduate,Female,NNS (L1: chinese),Reference to sources
SOC.G1.02.2,,"Concepts of Polanyi, Adrent and Harbermas in a conceptual network of utilitarian and liberal social thoughts: Part 2",Sociology,Report,First Year Graduate,Female,NNS (L1: chinese),Reference to sources
SOC.G1.03.1,,Social Movements Literature Review,Sociology,Report,First Year Graduate,Female,NS,"Tables, graphs or figures,  Literature review section,  Reference to sources"
SOC.G1.04.1,,Freud and Heidegger,Sociology,Report,First Year Graduate,Female,NS,Reference to sources
SOC.G1.05.2,,Freud and Weber,Sociology,Report,First Year Graduate,Male,NS,Reference to sources
SOC.G1.06.3,,Karl Marx's Methods,Sociology,Report,First Year Graduate,Female,NS,Reference to sources
SOC.G1.07.1,,Women and Work Lit Review,Sociology,Report,First Year Graduate,Female,NS,"Discussion of results section,  Reference to sources"
SOC.G1.11.1,,"Hegel and Marx: Social division, social change, and the state",Sociology,Report,First Year Graduate,Female,NS,Reference to sources
SOC.G1.11.2,,Althusser: Ideology & Ideological State Apparatuses,Sociology,Report,First Year Graduate,Female,NS,Reference to sources
SOC.G2.01.1,,Teen Pregnancy,Sociology,Report,Second Year Graduate,Female,NS, 
SOC.G2.02.1,,Towards an Economy of Desire,Sociology,Report,Second Year Graduate,Male,NS,Reference to sources
SOC.G2.03.1,,"Polanyi, Marshall, Somers and utilitarian and liberal theories: Part 1",Sociology,Report,Second Year Graduate,Female,NS,Reference to sources
SOC.G2.03.3,,"Polanyi, Marshall, Somers and utilitarian and liberal theories: Part 2",Sociology,Report,Second Year Graduate,Female,NS,Reference to sources
SOC.G2.05.1,,Class Identity and Class Consciousness ,Sociology,Report,Second Year Graduate,Female,NS,Definitions
SOC.G3.01.1,,Alienation of Workers: The Contemporary Japanese Working Class's Situation,Sociology,Report,Third Year Graduate,Female,NNS (L1: Japanese),"Problem-solution pattern,  Reference to sources"
SOC.G3.05.1,,"Does ""Practice Makes Perfect"" Apply to Theory? A Look at Feminist Theory and Practice in the US Battered Women's Movement",Sociology,Report,Third Year Graduate,Female,NS,"Literature review section,  Reference to sources"
SOC.G3.06.2,,Marx and imperialism,Sociology,Report,Third Year Graduate,Male,NNS (L1: Urdu),Reference to sources
SOC.G3.10.1,,Repression and the Emergence of the Bourgeois Self: The Social Origins of Neuroses,Sociology,Report,Third Year Graduate,Female,NNS (L1: Russian),"Definitions,  Reference to sources"
SOC.G3.10.2,,Goffman and Butler: Two Complementary Approaches for Understanding a Queer Social Interaction,Sociology,Report,Third Year Graduate,Female,NNS (L1: Russian),Reference to sources
SOC.G0.02.2,,Potential Causes of Suicide,Sociology,Research Paper,Final Year Undergraduate,Female,NS,"Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
SOC.G0.03.1,,Individual and Societal Determinants of Suicidal Behavior,Sociology,Research Paper,Final Year Undergraduate,Female,NS,"Abstract,  Tables, graphs or figures,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
SOC.G0.11.1,,Abortion in the 21st century,Sociology,Research Paper,Final Year Undergraduate,Female,NS,"Methodology section,  Discussion of results section,  Tables, graphs or figures"
SOC.G1.10.5,,"The Determinants of Attitudes toward Unhappy Marriages in Gansu, China",Sociology,Research Paper,First Year Graduate,Female,NNS (L1: Chinese),"Methodology section,  Discussion of results section,  Tables, graphs or figures"
SOC.G3.04.1,,Household Decision Making in Nepal: Attitudes Toward Gender Roles,Sociology,Research Paper,Third Year Graduate,Female,NNS (L1: Nepali),"Methodology section,  Discussion of results section,  Tables, graphs or figures,  Reference to sources"
SOC.G3.05.2,,Drunk Girls Are Easy: Binge-Drinking College Women's Engagement with the 'Slutty' Discourse and its Implications for Sexual Violence,Sociology,Research Paper,Third Year Graduate,Female,NS,"Abstract,  Methodology section,  Discussion of results section,  Literature review section,  Reference to sources"
SOC.G3.07.1,,Better Late Than Never: Social Stratification and Higher Education Through the Life Course,Sociology,Research Paper,Third Year Graduate,Female,NS,"Discussion of results section,  Abstract,  Tables, graphs or figures,  Literature review section,  Reference to sources"
SOC.G3.08.1,,Do Other Femininity: Chinese Women and Professionalization in Engineering,Sociology,Research Paper,Third Year Graduate,Female,NNS (L1: Mandarin),"Abstract,  Methodology section,  Discussion of results section,  Literature review section"
SOC.G1.08.1,,In what ways do spatial environments affect health?,Sociology,Response Paper,First Year Graduate,Female,NS, 
